# id	name
1	Equipement
2	Objet
3	Objet de quête
4	Bronze
5	Acier
6	Bois
7	Os
8	Tissu
9	Cuir
10	Coton
11	Acier Parfait
12	Oriharukon
13	Damascus
14	Adamantite
15	Acier Sanguin
16	Papier
17	Chrysolite
18	Argent
19	Or
20	Adamantite
21	Mithril
22	Corne
23	Born of Dragon
24	Cristal
25	Teinture
26	Toile d'Araignée
27	Aucun
28	Lingerie
29	Arrière
30	Lear
31	Cou
32	Doigt D
33	Doigt G
34	Tête
35	Main D
36	Main G
37	Gants
38	Buste
39	Jambes
40	Pieds
41	Dos
42	Mains
43	Epée
44	Masse
45	Dague
46	Lance
47	Poings
48	Arc
49	Etc.
50	Nom
51	Slot
52	Poids
53	Matériel
54	P. Def.
55	P. Atk.
56	Type Arme
57	Description
58	Air
59	Branch of Orbis Arbor
60	Branch of Worldtree
61	Cuivre
62	Corps
63	Corbeau
64	Diamant
65	Drogue
66	Globe oculaire
67	Plumes
68	Lin
69	Pelage
70	Eclosion
71	Insecte
72	Cuir de Dragon
73	Cuir de Drake
74	Cuir de Lion
75	Cuir de Manticore
76	Cuir de Puma
77	Cuir de Salamandre
78	Cuir de Licorne
79	Liquide
80	Parchemin
81	Sable
82	Ecailles de Dragon
83	Soie
84	Crâne
85	Crâne de Wyvern
86	Eau
87	Laine
88	Niv.
89	Exp
90	HP
91	MP
92	SP
93	Combat
94	P. Atk.
95	P. Def.
96	Précision
97	Evasion
98	M. Atk.
99	M. Def.
100	Social
101	Karma
102	Renommée
103	Stats
104	STR
105	DEX
106	CON
107	INT
108	WIT
109	MEN
110	2ème Attribut
111	Atk. Spd.
112	Casting Spd.
113	Crit. Rate
114	Charge
115	Condition
116	Equipe
117	Objet
118	Quêtes
119	Skills
120	Actif
121	Passif
122	Sorts
123	I
124	II
125	III
126	IV
127	Actions
128	@Clan
129	Basique
130	Partie
131	Entrepôt
132	Objets stockés
133	Objets à récupérer
134	Adena
135	Prix
136	Echoppe
137	Objets à vendre
138	Inventaire
139	Objets à acheter
140	Ok
141	Annuler
142	Prix
143	Prix
144	All
145	Aide
146	Options
147	Redémarrer
148	Quitter
149	Connexion
150	Identifiant
151	MDP
152	Connexion
153	Quitter
154	Compte
155	Traduction
156	Options
157	Choisir Personnage
158	Créer
159	Supprimer
160	Jouer
161	Précédent
162	Créer
163	Nom
164	Race
165	Classe
166	Sexe
167	Coiffure
168	Couleur
169	Visage
170	Humain
171	Elfe
172	Elfe Noir
173	Orc
174	Nain
175	Guerrier
176	Mage
177	Masculin
178	Féminin
179	Type A
180	Type B
181	Type C
182	Type D
183	Sélectionner
184	Oui
185	Non
186	Type E
187	Type F
188	#Party
189	Matériel
190	Prix
191	Nom
192	Quantité
193	Menu système
194	Statuts
195	Inventaire
196	Skills et Magie
197	Actions
198	Quêtes
199	Communication
200	Infos Party
201	Infos Clan
202	Infos Amis
203	Modifier Profil
204	Social
205	Options
206	Vidéo
207	Audio/Système
208	Jeu
209	Résolution
210	Gamma
211	Texture
212	Ombres
213	Détails du sol
214	Distance terrain
215	Distance PJ/PNJ
216	Vol. Effets
217	Vol. Music
218	Appliquer
219	800*600 32bits
220	1024*768 32bits
221	1280*960 32bits
222	1280*1024 32bits
223	1600*1200 32bits
224	Haut
225	Moyen
226	Bas
227	On
228	Off
229	Lingerie
230	Casque
231	Bouclier
232	Gant
233	Botte
234	Cape
235	Buste
236	Jambière
237	Boucle d'oreille
238	Collier
239	Anneau
240	Objet de quête
241	Monnaie
242	Une Main
243	Deux Main
244	Robe
245	Léger
246	Lourd
247	Human Fighter
248	Warrior
249	Gladiator
250	Warlord
251	Human Knight
252	Paladin
253	Dark Avenger
254	Rogue
255	Treasure Hunter
256	Hawkeye
257	Human Mystic
258	Human Wizard
259	Sorcerer
260	Necromancer
261	Warlock
262	Cleric
263	Bishop
264	Prophet
265	Elven Fighter
266	Elven Knight
267	Temple Knight
268	Sword Singer
269	Elven Scout
270	Plains Walker
271	Silver Ranger
272	Elven Mystic
273	Elven Wizard
274	Spellsinger
275	Elemental Summoner
276	Elven Oracle
277	Elven Elder
278	Dark Fighter
279	Palus Knight
